,PDB code,Resolution (A),Bnet
818,1UYX,1.47,4.861654699
819,2XMV,1.8,4.858882542
820,4IBF,2.29,4.858866467
821,6VRG,2.4,4.854939962
822,3ZXK,1.44,4.848322674
823,6Q9L,1.13,4.847719974
824,5RCZ,1.04,4.844507417
825,3BN4,2.0,4.842144163
826,1J05,1.5,4.842080475
827,6QRX,1.17,4.839209663
828,2FL0,2.7,4.838590727
829,6SAU,1.35,4.838399568
830,6CEQ,1.67,4.831506176
831,4U3H,1.98,4.831091148
832,3VFZ,1.9,4.830722582
833,5GOG,1.98,4.830426795
834,4XCJ,1.75,4.829259306
835,2OFA,1.5,4.827802113
836,4ZA7,1.1,4.826616699
837,5H3F,3.29,4.81985223
838,6EQF,1.7,4.819403722
839,3G2B,1.66,4.816787825
840,3M3K,1.79,4.815384983
841,6QQO,2.5,4.81474475
842,5OD4,1.1,4.814518293
843,1QKP,2.1,4.811285473
844,6VBP,2.3,4.810604703
845,6ILW,1.57,4.809096566
846,6EVO,1.55,4.807820194
847,5BVZ,2.49,4.806771864
848,3WIP,2.6,4.806210962
849,3PUT,1.83,4.804419229
850,1WEG,1.8,4.802852618
851,7CHC,2.71,4.801263496
852,5KUG,1.9,4.800102383
853,5TEG,1.3,4.798237191
854,4NWK,1.62,4.796391256
855,5O7U,1.15,4.78961146
856,5TG5,1.75,4.781241738
857,6GT3,2.0,4.78032525
858,4XIH,2.25,4.778838395
859,6OMN,2.68,4.777006616
860,4A48,1.4,4.776359734
861,5RDE,1.01,4.775291878
862,3BFO,1.15,4.773684388
863,1OUS,1.2,4.771808064
864,4UHC,1.03,4.770478332
865,6JDT,1.68,4.767468539
866,2YLB,1.12,4.767306465
867,1J3W,1.5,4.765402793
868,5YIQ,2.6,4.765095726
869,5AQ8,1.62,4.76212284
870,6GP0,1.5,4.760379181
871,4QNK,1.75,4.760103969
872,2GTW,1.55,4.758462985
873,4B6Q,1.54,4.751052074
874,4EIJ,2.2,4.750056257
875,4DZD,2.0,4.74942463
876,5RCY,1.11,4.748613048
877,6NDV,1.5,4.747328618
878,3T8Q,2.0,4.746108712
879,6O89,2.09,4.744323411
880,7CY3,1.27,4.743777182
881,3OTK,2.21,4.743026493
882,1VJG,2.0,4.742349909
883,2AL6,2.35,4.739218886
884,3L8K,2.5,4.738989328
885,4Y5B,1.24,4.73535416
886,7CY9,1.36,4.735229288
887,5Y9A,1.1,4.734944502
888,2PHZ,2.0,4.731420158
889,4TOD,2.05,4.730197733
890,5UVX,1.53,4.730055858
891,4QB6,1.35,4.727886733
892,2AXW,1.05,4.726353456
893,4V2Y,1.4,4.725035336
894,2XOE,1.35,4.718777003
895,4YSS,1.5,4.717138071
896,5MR9,2.4,4.713858544
897,3T7X,1.27,4.713125771
898,2A18,2.28,4.712525782
899,3CIM,1.3,4.711202373
900,1P4T,2.55,4.709990257
901,4OTV,1.7,4.709452785
902,5TP0,1.25,4.707845232
903,6F82,1.03,4.706524632
904,4Y4Y,3.0,4.70615702
905,3WXP,1.42,4.704922936
906,1V37,1.4,4.70467686
907,3WY6,1.45,4.701935167
908,4GYU,1.8,4.701132119
909,2XEN,2.2,4.700358315
910,4BX7,2.26,4.699374057
911,6V51,1.5,4.697804379
912,6A6D,2.9,4.69651898
913,6G0Q,1.4,4.696189353
914,2BP3,2.32,4.695957502
915,6VXS,2.03,4.695558171
916,3HH1,1.85,4.695254311
917,3V8A,2.3,4.694544799
918,3O1F,1.36,4.694053093
919,5G2A,2.17,4.693144369
920,4GVC,1.54,4.692577126
921,1HYQ,2.6,4.692316401
922,2Y01,2.6,4.689543673
923,5L18,1.8,4.68668717
924,5LG6,2.5,4.682891046
925,6K39,1.4,4.682712841
926,5T2Q,1.9,4.679684089
927,4KNK,1.12,4.678641676
928,3SFP,2.27,4.678385717
929,7BQG,1.55,4.67757173
930,4WV5,2.04,4.676831993
931,2QJF,2.2,4.676062529
932,4TYF,1.1,4.673458968
933,4P4Z,1.31,4.672552345
934,4ZA5,1.1,4.670513215
935,6REG,1.3,4.66748863
936,4FP8,2.95,4.666186529
937,5GZC,1.08,4.665178578
938,3ESS,1.19,4.663656718
939,2ZKH,2.04,4.661760359
940,5J7Z,2.15,4.660359341
941,3TM8,1.28,4.659971188
942,3P1I,2.1,4.65752106
943,6G65,1.15,4.657436518
944,6TQV,1.35,4.65671724
945,6KJY,1.5,4.655226249
946,1Y53,1.2,4.654304988
947,3DUF,2.47,4.651306229
948,1USF,1.3,4.651244935
949,5AH6,1.5,4.649008055
950,1UP3,1.6,4.644873195
951,2W2R,1.83,4.644014671
952,5B4U,1.45,4.642250002
953,2Q72,1.7,4.641798781
954,3PS4,1.85,4.64071354
955,3H5B,1.29,4.638963366
956,5ZT3,1.3,4.635598977
957,4LZK,1.89,4.635394214
958,4NBJ,2.2,4.633506869
959,3KEJ,2.3,4.633365984
960,3ISG,1.4,4.63290282
961,3AY9,1.75,4.629694863
962,4LUC,1.29,4.629620095
963,3IQL,1.4,4.627630577
964,3B7E,1.45,4.626999144
965,5MNJ,2.16,4.625708311
966,6R5X,1.7,4.625009126
967,5RD0,1.04,4.623896925
968,4HTY,2.0,4.622811108
969,2Y32,1.78,4.622228498
970,1V8H,1.2,4.620372201
971,5CS2,1.65,4.61925794
972,2YOR,2.19,4.61856559
973,6OSH,1.1,4.61797934
974,6T6H,1.18,4.612742393
975,3GVV,2.8,4.612467763
976,5UII,1.35,4.612193107
977,3PGU,1.59,4.6104108
978,5OUW,2.05,4.605123475
979,1SDV,1.4,4.605066437
980,3WZN,1.3,4.601791347
981,6NDT,1.42,4.601588081
982,6JK4,1.06,4.597026796
983,2O0B,1.15,4.588608876
984,5M1P,1.1,4.586863349
985,5O0B,1.73,4.584888691
986,5GQI,1.3,4.583342003
987,4YE3,1.35,4.577514253
988,6J4D,1.4,4.577292351
989,5TF3,2.0,4.577242391
990,4ZZ5,1.29,4.577107846
991,5RCP,1.08,4.575951484
992,3F0D,1.2,4.574672364
993,6B38,1.48,4.572439968
994,3AWR,2.0,4.572209831
995,1IO0,1.45,4.570142636
996,5IOX,1.3,4.569382197
997,2QF0,2.5,4.568765671
998,6U3D,1.75,4.565137932
999,5FD8,2.04,4.561913837
1000,3DSZ,2.0,4.561732898
1001,4QQP,1.46,4.559667103
1002,4E3K,1.43,4.559409729
1003,3FVB,1.81,4.557808615
1004,3LTJ,1.8,4.557617468
1005,4HDE,1.32,4.555172965
1006,4P61,1.34,4.554397202
1007,5SZD,1.49,4.551926256
1008,5AH8,1.26,4.550118725
1009,4UHU,1.3,4.550034566
1010,6MJQ,3.0,4.54713451
1011,6Y1K,1.65,4.543549554
1012,1MVU,1.78,4.543406159
1013,4M88,1.76,4.539118994
1014,2IWO,1.7,4.538446453
1015,6GXX,1.85,4.535267371
1016,4ZAA,1.24,4.534655913
1017,4NYJ,2.85,4.534098553
1018,5BOB,1.5,4.529526335
1019,3OLE,1.55,4.528363509
1020,5HRZ,2.15,4.525818941
1021,4PDZ,1.73,4.523040819
1022,4X9D,1.5,4.522058745
1023,6K6B,2.06,4.519403352
1024,6V44,2.2,4.518963162
1025,1RX0,1.77,4.517208967
1026,4WXT,1.2,4.515927475
1027,5UQJ,1.8,4.514964118
1028,4NOB,1.51,4.514820241
1029,5CJ6,2.07,4.514773489
1030,5TZM,1.18,4.514769947
1031,2XI8,1.21,4.514646353
1032,6OKD,1.85,4.512339719
1033,2YMK,2.45,4.512163107
1034,1H9M,1.65,4.50858277
1035,3EP3,1.84,4.50732452
1036,5O7V,1.28,4.506238466
1037,2GZQ,1.3,4.504562872
1038,5GR9,2.77,4.500176677
1039,5VNV,1.4,4.500074844
1040,7C38,1.2,4.499219081
1041,6U3Z,1.99,4.49885279
1042,1Y55,1.0,4.498162551
1043,3GWB,1.89,4.497179381
1044,6ASH,1.42,4.496551139
1045,6AKK,1.45,4.495811322
1046,3WYQ,1.0,4.495510068
1047,6Z4G,1.45,4.494166945
1048,4DNV,2.0,4.493973518
1049,2GQT,1.3,4.49237784
1050,1UZB,1.4,4.491896377
1051,4D8B,1.06,4.491489966
1052,2VC4,1.39,4.489105828
1053,2IMI,1.4,4.488500667
1054,2I5Z,1.1,4.487713336
1055,4BJ0,1.0,4.486926382
1056,6CYG,1.5,4.485696748
1057,1X7S,1.55,4.485467585
1058,2GUC,1.78,4.484274474
1059,5JRF,2.5,4.483575605
1060,3KF2,2.5,4.483275666
1061,5O99,0.87,4.482008891
1062,4J41,1.52,4.480974297
1063,5CSU,2.53,4.480165002
1064,4CG2,1.44,4.476451559
1065,6P1G,2.05,4.47482869
1066,2D5M,1.05,4.470839057
1067,5XWB,2.2,4.469240691
1068,3MGL,2.25,4.469055154
1069,2ID7,1.75,4.468717411
1070,1VPL,2.1,4.468577527
1071,5NLH,1.1,4.466068129
1072,5I1W,2.15,4.465832292
1073,2VWR,1.3,4.465472337
1074,6T6X,1.25,4.46389799
1075,1Z4S,2.6,4.462827485
1076,4V2M,1.84,4.462038351
1077,5RDQ,1.04,4.46107045
1078,4R0L,3.3,4.459743963
1079,3EAZ,1.31,4.459387954
1080,3UTW,2.4,4.459289343
1081,5ZKC,2.3,4.457081194
1082,3WR5,2.14,4.45691034
1083,6CPD,1.9,4.456241612
1084,6CKW,2.06,4.454094765
1085,3RRU,3.0,4.453775407
1086,5TNW,1.37,4.45308564
1087,1UYY,1.47,4.450554364
1088,2WR5,2.65,4.450190192
1089,4IHC,1.94,4.449501363
1090,5V4T,1.7,4.446895707
1091,6L85,2.3,4.446201127
1092,1L3C,2.31,4.444891029
1093,4HIN,2.4,4.444463287
1094,1PVM,1.5,4.442808545
1095,5OXU,1.47,4.442226938
1096,5N7C,2.5,4.442017169
1097,4R3K,2.13,4.441213816
1098,3R4Y,2.0,4.440883791
1099,4F29,1.75,4.440449236
1100,4O6T,1.25,4.440290794
1101,5A6I,1.86,4.439950185
1102,3VUR,1.37,4.439806454
1103,5XH3,1.3,4.438858033
1104,5N5I,2.2,4.437773371
1105,5EDC,1.29,4.437512969
1106,6YU3,2.25,4.436018157
1107,4OTS,1.7,4.43511001
1108,6XL3,2.33,4.434800766
1109,3I4F,2.39,4.434799574
1110,3JSC,1.5,4.434486483
1111,2IJK,1.55,4.433946098
1112,6G6H,1.7,4.433030185
1113,5R23,1.03,4.433017197
1114,4KRS,2.29,4.432914302
1115,5O9H,2.7,4.431769906
1116,6RHO,1.07,4.429495379
1117,2HYK,1.3,4.427609382
1118,2JB4,1.3,4.427246713
1119,3D5O,2.8,4.425230346
1120,1EEU,1.6,4.423629656
1121,5MK2,1.7,4.423000423
1122,1WCW,1.3,4.42278917
1123,5RCV,0.95,4.421388664
1124,5DNJ,2.3,4.420833288
1125,3IL0,2.16,4.416618979
1126,4DF6,2.29,4.416375177
1127,3UI6,0.89,4.415849175
1128,1M1F,1.25,4.415751211
1129,2E0Q,1.49,4.413244872
1130,2GL3,1.92,4.411917532
1131,6WN7,1.25,4.411570759
1132,5Z2I,2.14,4.409500021
1133,5RDO,1.06,4.409493906
1134,3NZN,1.1,4.409412326
1135,5WKS,1.5,4.408972323
1136,5JF0,1.6,4.408927214
1137,3DQY,1.2,4.408769254
1138,2V9X,2.2,4.407085018
1139,6Q47,1.57,4.40690756
1140,4MQK,2.24,4.406250989
1141,5Y0F,1.54,4.404870403
1142,5JF4,2.4,4.404745672
1143,4I2I,2.5,4.404005487
1144,5D8X,1.5,4.403007019
1145,2Y77,1.5,4.402889458
1146,5FSI,1.63,4.399677415
1147,5A44,2.29,4.399466062
1148,5TWT,1.3,4.3980617
1149,5MOJ,2.26,4.397775618
1150,6NNE,1.59,4.392814636
1151,5RD4,1.18,4.391352512
1152,5MCL,2.0,4.390905575
1153,2AJZ,2.26,4.390611104
1154,6H4L,1.6,4.390391073
1155,3I30,0.99,4.390130717
1156,6BKK,2.0,4.388945085
1157,2WWZ,1.4,4.388610232
1158,5ALC,1.7,4.388337961
1159,5B7P,1.49,4.38782696
1160,6EV5,1.28,4.38581604
1161,3E7K,2.01,4.385465145
1162,3S96,1.9,4.383309754
1163,2HAZ,1.69,4.383136942
1164,4JKA,1.32,4.382915037
1165,6YDR,1.34,4.382422382
1166,6V5G,1.65,4.382026009
1167,4R5U,1.79,4.380589152
1168,6KKK,3.48,4.379905832
1169,2G13,1.61,4.379526174
1170,1ZKG,2.3,4.379345262
1171,3FE4,1.9,4.379119281
1172,1UAI,1.2,4.376955338
1173,1TJY,1.3,4.376881132
1174,4S0V,2.49,4.375952171
1175,5RCR,1.05,4.371004682
1176,6SLD,1.4,4.368510001
1177,4DJ6,2.61,4.365873076
1178,1NNK,1.85,4.365222771
1179,5NF7,1.59,4.364323408
1180,5J4F,1.4,4.363007568
1181,2EWU,1.1,4.362844903
1182,4QXF,2.25,4.362233358
1183,4KJD,2.21,4.362032751
1184,5YPK,2.0,4.361600905
1185,3LLZ,1.5,4.359116133
1186,2HY5,1.72,4.358864702
1187,6R1A,1.54,4.357670738
1188,1W2I,1.5,4.357465572
1189,1TR9,1.8,4.355750252
1190,6NLE,2.62,4.354613796
1191,5P79,1.13,4.354012239
1192,5KMC,1.35,4.353363114
1193,4BVM,0.93,4.352213802
1194,1Z3T,1.7,4.350159307
1195,5D8Y,2.05,4.348401506
1196,3ZCC,1.25,4.348211797
1197,6PBV,1.57,4.347722941
1198,5WML,2.1,4.34340039
1199,3BMY,1.59,4.340289647
1200,3L49,2.3,4.339985263
1201,3EB7,2.2,4.338913861
1202,5E7X,1.8,4.337712385
1203,6CWN,1.53,4.337451409
1204,5OME,0.75,4.336960912
1205,6BTY,1.68,4.336839986
1206,1K47,2.42,4.336819996
1207,4YSU,1.5,4.335046628
1208,6POU,2.19,4.332847637
1209,5ITC,2.0,4.332113005
1210,4WXV,2.1,4.331220658
1211,1LC3,1.5,4.328043985
1212,2VLW,1.39,4.328042991
1213,2HA8,1.6,4.327677366
1214,2WVH,2.3,4.327038797
1215,1OS6,1.4,4.326729705
1216,3DKE,1.25,4.322110007
1217,3O85,1.81,4.321970943
1218,5G0F,1.9,4.320858717
1219,6L5O,1.8,4.319773639
1220,5K4F,1.36,4.315660178
1221,5NM6,1.46,4.31563267
1222,2I4A,1.0,4.315387255
1223,4CZ7,1.1,4.314863023
1224,4J5T,2.04,4.3140864
1225,6EL0,1.65,4.311204895
1226,6OZ2,2.55,4.309915467
1227,6RUN,1.1,4.308701211
1228,5T51,2.2,4.307140849
1229,4AM5,1.58,4.306514575
1230,5GX5,1.6,4.306395981
1231,5AZY,1.78,4.306251361
1232,4NP2,1.75,4.305576897
1233,2FGR,1.5,4.304919079
1234,6T1M,1.85,4.30454744
1235,3USY,2.71,4.304520805
1236,1YYP,2.5,4.304261187
1237,3DAQ,1.45,4.303829331
1238,5KDE,2.65,4.302890581
1239,4UM1,2.83,4.298816396
1240,4A6C,1.5,4.297332557
1241,4Y9C,1.49,4.296034531
1242,5UGG,1.2,4.295291682
1243,3GSZ,1.9,4.29439155
1244,4JP7,1.05,4.29403507
1245,3EXG,3.01,4.292451165
1246,2NN2,2.1,4.291054615
1247,2Z6W,0.96,4.28843381
1248,4M52,2.38,4.287858198
1249,2IT5,2.4,4.283354828
1250,6O3D,1.4,4.283142967
1251,6R1W,1.35,4.279432788
1252,4PDW,3.0,4.278016808
1253,1DCK,1.7,4.275268748
1254,5FW8,1.6,4.274751423
1255,6U07,1.76,4.274392439
1256,5J7M,2.06,4.274099892
1257,4WSW,2.8,4.273435532
1258,3AHY,1.62,4.27267835
1259,5TG6,1.78,4.272512525
1260,3UMZ,1.65,4.270408493
1261,4JDO,2.3,4.26992434
1262,3CNK,1.65,4.269862985
1263,1D4T,1.1,4.269355819
1264,5KUV,1.7,4.267731577
1265,5MTD,1.5,4.267283643
1266,3H8Q,2.21,4.263414975
1267,2TPS,1.25,4.26275235
1268,2ZSZ,1.21,4.260467592
1269,6UMK,1.35,4.260227055
1270,4Z3H,1.5,4.25842495
1271,1WRI,1.2,4.25713413
1272,3VNB,1.5,4.254595325
1273,2ZT2,1.21,4.254366366
1274,6MFA,1.75,4.252354755
1275,6BTD,1.55,4.252168205
1276,3WLU,1.4,4.251339708
1277,4TSE,2.06,4.250150568
1278,5KQA,2.05,4.248327332
1279,3W8F,1.45,4.248111401
1280,6S4D,1.8,4.247683628
1281,3DUE,1.85,4.247631183
1282,6NC9,1.8,4.246984907
1283,2XMT,1.5,4.245322336
1284,4NYW,1.43,4.244664343
1285,6MEG,1.41,4.243971144
1286,1UWW,1.4,4.24230824
1287,3HBD,1.8,4.242276634
1288,6B4H,2.17,4.241547528
1289,3WZP,1.2,4.241456067
1290,7CJU,1.74,4.241089993
1291,6LM0,2.65,4.239058254
1292,4YYR,1.35,4.238054272
1293,2VFD,1.4,4.237562017
1294,3FPR,1.63,4.23657819
1295,5K1J,1.69,4.236541716
1296,5QTY,1.89,4.235972489
1297,2NRN,1.4,4.235252739
1298,2DY5,2.71,4.234710416
1299,6F7W,1.28,4.2345457
1300,6OTK,1.12,4.234087514
1301,1JK9,2.91,4.234027635
1302,5K68,1.4,4.233046806
1303,3IAI,2.2,4.231964428
1304,6CTE,1.12,4.230859824
1305,4TUL,1.4,4.230335739
1306,5LJP,1.1,4.230033071
1307,2VYX,1.5,4.227546064
1308,4YSQ,1.49,4.227079998
1309,6HET,1.21,4.226233332
1310,6WPL,2.1,4.226066465
1311,3A0N,1.4,4.225227633
1312,4N6S,2.4,4.223914267
1313,6V57,1.7,4.223815065
1314,3T6I,1.32,4.21820726
1315,6K6U,2.27,4.2170683
1316,6CKP,1.15,4.216049505
1317,6QH9,2.27,4.214573746
1318,3HOI,1.55,4.214121936
1319,2FYQ,1.5,4.211766851
1320,3KZD,1.3,4.209583676
1321,2WCH,1.7,4.209004634
1322,4IBI,1.47,4.208809623
1323,5XW1,1.9,4.20822225
1324,6QBU,1.36,4.207876837
1325,1I6T,1.2,4.207536365
1326,4IPD,1.51,4.207132666
1327,6LG2,1.6,4.206972011
1328,5P6O,1.13,4.204956445
1329,2VY8,1.2,4.20473183
1330,5MST,1.72,4.204172831
1331,4A21,2.35,4.203725895
1332,4GXS,1.96,4.203203701
1333,4LEX,2.02,4.203117273
1334,6IC8,1.93,4.203072498
1335,3GOR,2.51,4.201946111
1336,3JXO,1.55,4.201798133
1337,5RCS,0.97,4.200609082
1338,4RVX,1.96,4.200061123
1339,4W8Q,1.43,4.198595608
1340,5KHD,1.75,4.197967179
1341,4QI1,1.85,4.197227956
1342,5WOF,1.65,4.19710239
1343,1YD0,1.5,4.196796758
1344,2WKK,1.5,4.196378471
1345,5YHA,1.58,4.195455791
1346,1AWD,1.4,4.195437531
1347,5OXT,1.42,4.195073836
1348,1IYH,1.7,4.194749103
1349,3VQG,1.35,4.193728995
1350,6EDQ,2.9,4.192715783
1351,4CC9,2.47,4.192427623
1352,4I9O,2.0,4.190915069
1353,6UWW,0.92,4.189574559
1354,5YC8,2.5,4.188381112
1355,4JXG,1.65,4.188186166
1356,4UMI,1.33,4.186588718
1357,5KM4,1.4,4.186526645
1358,5OTJ,2.35,4.186440874
1359,5P5Y,1.14,4.184377569
1360,4PZ3,1.08,4.18359107
1361,4TZC,1.88,4.183094891
1362,3GK0,2.28,4.182962787
1363,4F8P,2.05,4.182823738
1364,6RVU,0.99,4.180346037
1365,5A5Y,1.92,4.18029879
1366,5JFT,2.28,4.180247192
1367,6XKR,2.59,4.179337829
1368,5EBT,2.24,4.178406623
1369,5R26,1.06,4.177853352
1370,2WF0,1.6,4.177530658
1371,1PSU,2.2,4.176593555
1372,6S5V,1.35,4.173827009
1373,3GRH,1.7,4.173398432
1374,2WSR,1.65,4.173373243
1375,3F4I,1.95,4.173208107
1376,5Q0A,2.3,4.173055388
1377,6OK0,2.17,4.172962645
1378,4YSP,1.34,4.172515405
1379,2WX3,2.31,4.172042276
1380,6CZS,1.66,4.172033917
1381,4CPE,1.06,4.171401599
1382,3ARV,1.5,4.170733783
1383,2W3W,1.6,4.170583605
1384,2XW9,1.2,4.170447556
1385,6RZY,1.38,4.169241263
1386,6X8O,1.31,4.168915367
1387,5R2A,1.05,4.164402648
1388,4PIT,1.55,4.164305203
1389,2VNF,1.76,4.164076123
1390,6CXX,1.2,4.162899687
1391,4M93,2.07,4.162052557
1392,3O91,1.63,4.161738919
1393,2HX5,1.5,4.159090289
1394,5IVS,1.46,4.15830532
1395,4NKC,1.12,4.157895449
1396,4UC3,2.5,4.156482981
1397,4RPT,1.35,4.156394447
1398,4DMB,1.9,4.155895923
1399,6DIF,1.2,4.155854895
1400,3X1E,1.25,4.155540765
1401,5ED3,1.31,4.154851278
1402,3R4H,2.7,4.154797049
1403,4LDC,1.26,4.154582826
1404,1N12,1.87,4.153454214
1405,6DB6,1.98,4.15254174
1406,2JFT,1.08,4.152443916
1407,6IQH,2.99,4.152264638
1408,6NXS,1.52,4.151800672
1409,3AST,1.4,4.150860587
1410,6ZDV,2.09,4.149117005
1411,6HUR,1.3,4.149106217
1412,5NCR,1.89,4.148334169
1413,1NTV,1.5,4.146462163
1414,5ML8,2.6,4.143268658
1415,2H2U,2.4,4.142682665
1416,2PVB,0.91,4.142318389
1417,3LD5,1.27,4.141937516
1418,3KI7,1.32,4.140105526
1419,4P9M,2.13,4.13934115
1420,2VHH,2.8,4.13899533
1421,6SBD,1.4,4.138503726
1422,5V1U,2.05,4.136015253
1423,5V4Q,2.2,4.135833861
1424,7K3Q,1.38,4.135520316
1425,5JEZ,1.7,4.135392597
1426,3EYT,1.95,4.135187942
1427,4NNS,1.53,4.135004899
1428,6P3P,1.61,4.133161815
1429,3DML,1.9,4.13300684
1430,6O28,1.93,4.132616476
1431,5FIW,1.7,4.131914942
1432,4GRP,1.27,4.131714154
1433,4L1C,2.28,4.131365856
1434,1ZCE,1.3,4.130398531
1435,4ZAR,1.15,4.12942147
1436,4EBG,1.2,4.129244302
1437,5BYK,1.28,4.128185802
1438,6SP0,1.77,4.127824997
1439,3ZRS,3.05,4.127253581
1440,4NOF,1.65,4.126494456
1441,5W0F,1.6,4.126342353
1442,6F1X,1.9,4.126290053
1443,6R18,1.35,4.125440131
1444,6NAL,2.2,4.125288925
1445,4IBG,1.41,4.125254837
1446,5AMJ,1.75,4.124968731
1447,5V1V,1.35,4.121962312
1448,4WCZ,1.82,4.120581543
1449,4KBX,1.6,4.117349494
1450,2ZPI,1.49,4.116859918
1451,3U73,3.19,4.114221882
1452,6IGI,1.33,4.112683827
1453,4WUV,1.55,4.112597771
1454,4J11,1.44,4.112478682
1455,5NL9,1.9,4.11203215
1456,3BK9,2.15,4.111820502
1457,5CSZ,1.8,4.111118847
1458,4KFS,1.95,4.11073848
1459,2PBW,2.5,4.11002129
1460,3DE4,1.8,4.10884801
1461,3CYX,1.2,4.107986044
1462,2XZC,1.36,4.10779493
1463,6NV0,2.31,4.107118313
1464,3F3D,2.3,4.104655876
1465,6Z7O,2.33,4.103238585
1466,1S80,2.7,4.103071016
1467,6P4M,1.8,4.101932238
1468,4ZAN,1.76,4.101586778
1469,3AKB,1.5,4.101328554
1470,4IBB,1.75,4.101107688
1471,4PBH,1.2,4.100947896
1472,4Q94,1.85,4.100880317
1473,4GFT,1.6,4.09978677
1474,3MOZ,1.55,4.099359168
1475,1B35,2.4,4.099302337
1476,6NIW,1.55,4.099248246
1477,2NX0,0.95,4.098635444
1478,3U62,1.45,4.098371574
1479,2OMI,2.24,4.097818845
1480,3QGZ,1.1,4.096747909
1481,6DJ1,1.25,4.094575643
1482,6NOR,2.4,4.093160271
1483,3H9X,2.51,4.093072409
1484,1XB7,2.5,4.091707803
1485,1YIG,2.0,4.091338432
1486,6EX3,2.2,4.089976657
1487,1BYI,0.97,4.089720141
1488,4L76,2.99,4.089269727
1489,4NZK,1.49,4.089048413
1490,2JCQ,1.25,4.088804671
1491,5VYB,2.4,4.088791819
1492,3A7T,1.74,4.08857637
1493,1PWD,1.2,4.087701851
1494,3R48,2.0,4.087138067
1495,4AJ8,1.54,4.086940193
1496,6M8M,1.2,4.086845497
1497,1TZL,2.35,4.086690691
1498,3BZH,1.6,4.086419241
1499,4FY0,3.0,4.085754342
1500,2FAD,1.6,4.084350629
1501,2NRC,2.06,4.084178275
1502,5RDD,1.03,4.083497999
1503,2FAT,1.77,4.082790037
1504,6CWM,1.15,4.082395403
1505,1TM4,1.7,4.082274126
1506,2BYC,1.9,4.081888406
1507,4JQ5,2.19,4.081544203
1508,4Y1P,2.2,4.08060671
1509,6VH6,1.3,4.077438876
1510,4MC2,1.56,4.077144154
1511,3Q36,2.5,4.076328796
1512,5CG0,2.09,4.076157553
1513,3B7T,2.3,4.076112873
1514,5RCL,1.01,4.073795304
1515,5MFK,2.3,4.073744188
1516,6QXU,1.2,4.073652424
1517,7C3D,1.6,4.073626181
1518,4KTS,1.3,4.073469514
1519,5MCM,2.0,4.073382483
1520,3TSQ,2.4,4.072996159
1521,1TVG,1.4,4.072210401
1522,3IE9,2.1,4.071785743
1523,2R43,1.58,4.070702336
1524,2HJV,1.9,4.069511419
1525,4HUZ,2.41,4.069221228
1526,4QE3,1.35,4.069128583
1527,4UTL,1.23,4.067702048
1528,5ITE,2.18,4.067512636
1529,4X9C,1.4,4.066513004
1530,3OG4,2.16,4.0640876
1531,6CBU,1.2,4.062427096
1532,4JOJ,1.2,4.061877774
1533,2R9E,1.95,4.061432303
1534,4UC2,2.29,4.060477636
1535,3F2F,1.98,4.060271094
1536,5CYJ,1.79,4.060269647
1537,5KXB,2.33,4.060169444
1538,3MWS,1.08,4.059710853
1539,6EQG,1.8,4.058349061
1540,2H30,1.6,4.057718529
1541,4N4B,1.44,4.05654893
1542,6GPS,3.3,4.054989601
1543,4EPB,1.75,4.054912826
1544,6PYM,1.13,4.052700658
1545,6H9Y,1.31,4.051471321
1546,4Q51,1.9,4.051274396
1547,5C68,1.46,4.050795113
1548,4TOF,1.65,4.050280799
1549,2BJK,1.27,4.048957088
1550,4JGU,1.42,4.048105387
1551,4OO7,1.65,4.046882692
1552,2WXD,1.6,4.045679382
1553,2FYR,2.2,4.044040743
1554,4OBK,1.65,4.042293919
1555,4XM3,1.27,4.042199748
1556,6R5Z,1.75,4.041283956
1557,5AE4,3.3,4.040878512
1558,5ZYS,1.78,4.039819583
1559,5ZA4,2.19,4.039497632
1560,3B74,1.89,4.038845999
1561,6BQJ,1.69,4.035394167
1562,4PUW,1.12,4.035313348
1563,3CBY,1.5,4.034719203
1564,7C02,2.91,4.034528614
1565,2ZCC,1.4,4.034416637
1566,4O1R,1.4,4.034241739
1567,2OH7,2.45,4.033519175
1568,3KBX,2.65,4.032087549
1569,4F2E,1.45,4.031597688
1570,6P5H,1.53,4.031229741
1571,2WG6,2.5,4.030981241
1572,2OFB,1.16,4.030883903
1573,6DIL,1.48,4.030372808
1574,5I6L,1.08,4.030371419
1575,5LNI,1.13,4.030328254
1576,1XUB,1.3,4.030325865
1577,4YVD,1.69,4.029573249
1578,3NKV,1.7,4.029538784
1579,2G7S,1.4,4.028844348
1580,6EVD,1.19,4.027809132
1581,6FVI,1.0,4.027702711
1582,4QOC,1.7,4.027418059
1583,1TQ5,1.76,4.026975526
1584,1Y2I,2.29,4.026741755
1585,6RIY,1.63,4.026588366
1586,5FFV,1.3,4.026298827
1587,2VIZ,1.6,4.025839143
1588,4V1F,1.7,4.025341559
1589,2R41,2.9,4.024004897
1590,2HK9,2.2,4.022351914
1591,6N16,2.3,4.021522614
1592,4RM5,2.1,4.021343393
1593,6RUG,1.1,4.021016427
1594,5V92,1.11,4.020579533
1595,5XCX,2.04,4.019868493
1596,5TPK,2.0,4.019514031
1597,5GQJ,1.5,4.019247014
1598,6I38,1.58,4.018803698
1599,3HDC,1.77,4.018732682
1600,3O4N,1.8,4.018269467
